version,industry_specialty_id,form_id
v2.0.101,61,16
v2.0.101,62,15
v2.0.101,62,16
v2.0.101,63,15
v2.0.101,63,16
v2.0.101,64,25
v2.0.101,64,26
v2.0.101,65,25
v2.0.101,65,26
v2.0.101,66,25
v2.0.101,66,26
v2.0.101,67,25
v2.0.101,67,26
v2.0.101,68,25
v2.0.101,68,26
v2.0.101,69,25
v2.0.101,69,26
v2.0.101,70,2
v2.0.101,71,2
v2.0.101,72,2
v2.0.101,73,2
v2.0.101,74,1
v2.0.101,75,2
v2.0.101,75,27
v2.0.101,76,2
v2.0.101,76,27
v2.0.101,77,2
v2.0.101,77,27
v2.0.101,78,2
v2.0.101,78,27
v2.0.101,79,2
v2.0.101,79,27
v2.0.101,80,2
v2.0.101,80,27
v2.0.101,81,2
v2.0.101,81,27
v2.0.101,82,2
v2.0.101,82,27
v2.0.101,83,2
v2.0.101,83,27
v2.0.101,84,2
v2.0.101,84,27
v2.0.101,85,2
v2.0.101,85,27
v2.0.101,86,2
v2.0.101,86,27
v2.0.101,87,2
v2.0.101,87,27
v2.0.101,88,2
v2.0.101,88,27
v2.0.101,89,2
v2.0.101,89,27
v2.0.101,90,2
v2.0.101,90,27
v2.0.101,91,2
v2.0.101,91,27
v2.0.101,92,2
v2.0.101,92,27
v2.0.101,93,2
v2.0.101,93,27
v2.0.101,94,2
v2.0.101,94,27
v2.0.101,95,2
v2.0.101,95,27
v2.0.101,96,2
v2.0.101,96,27
v2.0.101,97,2
v2.0.101,97,27
v2.0.101,98,2
v2.0.101,98,27
v2.0.101,99,2
v2.0.101,99,27
v2.0.101,100,3
v2.0.101,100,15
v2.0.101,101,3
v2.0.101,101,15
v2.0.101,102,3
v2.0.101,102,15
v2.0.101,103,3
v2.0.101,103,15
v2.0.101,104,3
v2.0.101,104,15
v2.0.101,105,3
v2.0.101,105,15
v2.0.101,106,3
v2.0.101,106,15
v2.0.101,107,3
v2.0.101,107,15
v2.0.101,108,3
v2.0.101,108,15
v2.0.101,109,3
v2.0.101,110,3
v2.0.101,110,15
v2.0.101,111,1
v2.0.101,112,1
v2.0.101,113,1
v2.0.101,114,1
v2.0.101,115,1
v2.0.101,116,1
v2.0.101,117,1
v2.0.101,118,1
v2.0.101,119,1
v2.0.101,120,1
v2.0.101,121,1
v2.0.101,122,1
v2.0.101,123,1
v2.0.101,124,1
v2.0.101,125,1
v2.0.101,126,1
v2.0.101,127,1
v2.0.101,128,1
v2.0.101,129,1
v2.0.101,130,1
v2.0.101,131,1
v2.0.101,132,1
v2.0.101,133,1
v2.0.101,134,1
v2.0.101,135,1
v2.0.101,136,1
v2.0.101,449,25
v2.0.101,449,26
v2.0.101,450,25
v2.0.101,450,26
v2.0.101,451,25
v2.0.101,451,26
v2.0.101,452,25
v2.0.101,452,26
v2.0.101,453,25
v2.0.101,453,26
v2.0.101,454,25
v2.0.101,454,26
v2.0.101,455,25
v2.0.101,455,26
v2.0.101,456,25
v2.0.101,456,26
v2.0.101,457,25
v2.0.101,457,26
v2.0.101,458,25
v2.0.101,458,26
v2.0.101,459,25
v2.0.101,459,26
v2.0.101,460,25
v2.0.101,460,26
v2.0.101,461,25
v2.0.101,461,26
v2.0.101,462,25
v2.0.101,462,26
v2.0.101,463,25
v2.0.101,463,26
v2.0.101,464,25
v2.0.101,464,26
v2.0.101,465,25
v2.0.101,465,26
v2.0.101,466,25
v2.0.101,466,26
v2.0.101,467,25
v2.0.101,467,26
v2.0.101,468,25
v2.0.101,468,26
v2.0.101,469,25
v2.0.101,469,26
v2.0.101,470,25
v2.0.101,470,26
v2.0.101,471,25
v2.0.101,471,26
v2.0.101,472,25
v2.0.101,472,26
v2.0.101,473,25
v2.0.101,473,26
v2.0.101,474,25
v2.0.101,474,26
v2.0.101,475,25
v2.0.101,475,26
v2.0.101,476,25
v2.0.101,476,26
v2.0.101,477,25
v2.0.101,477,26
v2.0.101,478,25
v2.0.101,478,26
v2.0.101,479,25
v2.0.101,479,26
v2.0.101,480,25
v2.0.101,480,26
v2.0.101,481,25
v2.0.101,481,26
v2.0.101,482,25
v2.0.101,482,26
v2.0.101,483,25
v2.0.101,483,26
v2.0.101,484,25
v2.0.101,484,26
v2.0.101,485,25
v2.0.101,485,26
v2.0.101,486,25
v2.0.101,486,26
v2.0.101,487,25
v2.0.101,487,26
v2.0.101,488,25
v2.0.101,488,26
v2.0.101,489,25
v2.0.101,489,26
v2.0.101,490,25
v2.0.101,490,26
v2.0.101,491,25
v2.0.101,491,26
v2.0.101,492,25
v2.0.101,492,26
v2.0.101,493,25
v2.0.101,493,26
v2.0.101,494,25
v2.0.101,494,26
v2.0.101,394,25
v2.0.101,394,26
v2.0.101,395,25
v2.0.101,395,26
v2.0.101,396,25
v2.0.101,396,26
v2.0.101,397,25
v2.0.101,397,26
v2.0.101,398,25
v2.0.101,398,26
v2.0.101,399,25
v2.0.101,399,26
v2.0.101,400,25
v2.0.101,400,26
v2.0.101,401,25
v2.0.101,401,26
v2.0.101,402,25
v2.0.101,402,26
v2.0.101,403,25
v2.0.101,403,26
v2.0.101,404,25
v2.0.101,404,26
v2.0.101,405,25
v2.0.101,405,26
v2.0.101,406,25
v2.0.101,406,26
v2.0.101,407,25
v2.0.101,407,26
v2.0.101,408,25
v2.0.101,408,26
v2.0.101,409,25
v2.0.101,409,26
v2.0.101,410,25
v2.0.101,410,26
v2.0.101,411,25
v2.0.101,411,26
v2.0.101,412,25
v2.0.101,412,26
v2.0.101,413,25
v2.0.101,413,26
v2.0.101,414,25
v2.0.101,414,26
v2.0.101,415,25
v2.0.101,415,26
v2.0.101,416,25
v2.0.101,416,26
v2.0.101,417,25
v2.0.101,417,26
v2.0.101,418,25
v2.0.101,418,26
v2.0.101,419,25
v2.0.101,419,26
v2.0.101,420,25
v2.0.101,420,26
v2.0.101,421,25
v2.0.101,421,26
v2.0.101,422,25
v2.0.101,422,26
v2.0.101,423,25
v2.0.101,423,26
v2.0.101,424,25
v2.0.101,424,26
v2.0.101,425,25
v2.0.101,425,26
v2.0.101,426,25
v2.0.101,426,26
v2.0.101,427,25
v2.0.101,427,26
v2.0.101,428,25
v2.0.101,428,26
v2.0.101,429,25
v2.0.101,429,26
v2.0.101,430,25
v2.0.101,430,26
v2.0.101,431,25
v2.0.101,431,26
v2.0.101,432,25
v2.0.101,432,26
v2.0.101,433,25
v2.0.101,433,26
v2.0.101,434,25
v2.0.101,434,26
v2.0.101,435,25
v2.0.101,435,26
v2.0.101,436,25
v2.0.101,436,26
v2.0.101,437,25
v2.0.101,437,26
v2.0.101,438,25
v2.0.101,438,26
v2.0.101,439,25
v2.0.101,439,26
v2.0.101,440,25
v2.0.101,440,26
v2.0.101,441,25
v2.0.101,441,26
v2.0.101,442,25
v2.0.101,442,26
v2.0.101,443,25
v2.0.101,443,26
v2.0.101,444,25
v2.0.101,444,26
v2.0.101,445,25
v2.0.101,445,26
v2.0.101,446,25
v2.0.101,446,26
v2.0.101,447,25
v2.0.101,447,26
v2.0.101,448,25
v2.0.101,448,26
v2.0.101,346,15
v2.0.101,346,18
v2.0.101,347,15
v2.0.101,347,18
v2.0.101,348,15
v2.0.101,348,18
v2.0.101,349,15
v2.0.101,349,18
v2.0.101,350,15
v2.0.101,350,18
v2.0.101,351,4
v2.0.101,352,4
v2.0.101,353,4
v2.0.101,354,4
v2.0.101,354,18
v2.0.101,355,18
v2.0.101,356,18
v2.0.101,357,18
v2.0.101,358,19
v2.0.101,358,20
v2.0.101,359,25
v2.0.101,359,26
v2.0.101,360,25
v2.0.101,360,26
v2.0.101,361,25
v2.0.101,361,26
v2.0.101,362,25
v2.0.101,362,26
v2.0.101,363,25
v2.0.101,363,26
v2.0.101,364,25
v2.0.101,364,26
v2.0.101,365,25
v2.0.101,365,26
v2.0.101,366,25
v2.0.101,366,26
v2.0.101,367,25
v2.0.101,367,26
v2.0.101,368,25
v2.0.101,368,26
v2.0.101,369,25
v2.0.101,369,26
v2.0.101,370,25
v2.0.101,370,26
v2.0.101,371,25
v2.0.101,371,26
v2.0.101,372,25
v2.0.101,372,26
v2.0.101,373,25
v2.0.101,373,26
v2.0.101,374,25
v2.0.101,374,26
v2.0.101,375,25
v2.0.101,375,26
v2.0.101,376,25
v2.0.101,376,26
v2.0.101,377,25
v2.0.101,377,26
v2.0.101,378,25
v2.0.101,378,26
v2.0.101,379,25
v2.0.101,379,26
v2.0.101,380,25
v2.0.101,380,26
v2.0.101,381,25
v2.0.101,381,26
v2.0.101,382,25
v2.0.101,382,26
v2.0.101,383,25
v2.0.101,383,26
v2.0.101,384,25
v2.0.101,384,26
v2.0.101,385,25
v2.0.101,385,26
v2.0.101,386,25
v2.0.101,386,26
v2.0.101,387,25
v2.0.101,387,26
v2.0.101,388,25
v2.0.101,388,26
v2.0.101,389,25
v2.0.101,389,26
v2.0.101,390,25
v2.0.101,390,26
v2.0.101,391,25
v2.0.101,391,26
v2.0.101,392,25
v2.0.101,392,26
v2.0.101,393,25
v2.0.101,393,26
v2.0.101,137,1
v2.0.101,138,1
v2.0.101,139,1
v2.0.101,140,1
v2.0.101,141,1
v2.0.101,142,1
v2.0.101,143,1
v2.0.101,143,15
v2.0.101,144,1
v2.0.101,145,1
v2.0.101,146,24
v2.0.101,147,15
v2.0.101,148,15
v2.0.101,149,15
v2.0.101,150,15
v2.0.101,151,15
v2.0.101,152,15
v2.0.101,153,15
v2.0.101,154,15
v2.0.101,155,15
v2.0.101,156,15
v2.0.101,157,15
v2.0.101,158,15
v2.0.101,159,17
v2.0.101,160,5
v2.0.101,160,6
v2.0.101,161,5
v2.0.101,161,6
v2.0.101,162,5
v2.0.101,162,6
v2.0.101,163,5
v2.0.101,163,6
v2.0.101,164,6
v2.0.101,165,5
v2.0.101,165,6
v2.0.101,166,5
v2.0.101,166,6
v2.0.101,167,6
v2.0.101,168,6
v2.0.101,169,6
v2.0.101,317,6
v2.0.101,170,15
v2.0.101,171,15
v2.0.101,172,15
v2.0.101,173,15
v2.0.101,174,15
v2.0.101,175,15
v2.0.101,176,15
v2.0.101,177,15
v2.0.101,177,23
v2.0.101,178,15
v2.0.101,178,23
v2.0.101,179,15
v2.0.101,179,23
v2.0.101,180,15
v2.0.101,180,23
v2.0.101,181,15
v2.0.101,181,23
v2.0.101,182,15
v2.0.101,182,22
v2.0.101,183,15
v2.0.101,184,15
v2.0.101,185,15
v2.0.101,186,15
v2.0.101,187,15
v2.0.101,188,15
v2.0.101,189,15
v2.0.101,190,15
v2.0.101,191,15
v2.0.101,192,15
v2.0.101,193,15
v2.0.101,194,15
v2.0.101,195,15
v2.0.101,196,15
v2.0.101,197,15
v2.0.101,198,15
v2.0.101,199,15
v2.0.101,200,15
v2.0.101,201,15
v2.0.101,202,15
v2.0.101,203,15
v2.0.101,204,15
v2.0.101,205,15
v2.0.101,206,15
v2.0.101,207,15
v2.0.101,208,15
v2.0.101,209,15
v2.0.101,210,15
v2.0.101,211,15
v2.0.101,212,15
v2.0.101,213,15
v2.0.101,214,15
v2.0.101,215,15
v2.0.101,216,15
v2.0.101,217,15
v2.0.101,218,15
v2.0.101,219,15
v2.0.101,220,15
v2.0.101,221,15
v2.0.101,222,15
v2.0.101,223,15
v2.0.101,224,15
v2.0.101,225,15
v2.0.101,226,15
v2.0.101,227,15
v2.0.101,228,15
v2.0.101,229,15
v2.0.101,230,15
v2.0.101,231,15
v2.0.101,231,21
v2.0.101,232,15
v2.0.101,232,21
v2.0.101,233,15
v2.0.101,233,21
v2.0.101,234,15
v2.0.101,234,21
v2.0.101,235,15
v2.0.101,236,15
v2.0.101,237,15
v2.0.101,238,15
v2.0.101,239,15
v2.0.101,240,15
v2.0.101,241,15
v2.0.101,242,15
v2.0.101,243,15
v2.0.101,244,15
v2.0.101,245,15
v2.0.101,246,15
v2.0.101,247,5
v2.0.101,247,6
v2.0.101,248,5
v2.0.101,248,6
v2.0.101,249,6
v2.0.101,250,6
v2.0.101,251,6
v2.0.101,252,6
v2.0.101,253,6
v2.0.101,254,6
v2.0.101,255,6
v2.0.101,256,6
v2.0.101,257,5
v2.0.101,257,6
v2.0.101,258,6
v2.0.101,259,6
v2.0.101,260,6
v2.0.101,261,6
v2.0.101,262,6
v2.0.101,263,6
v2.0.101,264,5
v2.0.101,264,10
v2.0.101,265,6
v2.0.101,266,5
v2.0.101,266,10
v2.0.101,267,6
v2.0.101,268,10
v2.0.101,269,10
v2.0.101,270,6
v2.0.101,271,6
v2.0.101,272,6
v2.0.101,273,6
v2.0.101,274,6
v2.0.101,275,6
v2.0.101,276,6
v2.0.101,277,5
v2.0.101,277,6
v2.0.101,278,5
v2.0.101,278,6
v2.0.101,279,6
v2.0.101,280,6
v2.0.101,281,6
v2.0.101,282,6
v2.0.101,283,6
v2.0.101,284,5
v2.0.101,284,7
v2.0.101,285,5
v2.0.101,285,7
v2.0.101,286,5
v2.0.101,286,6
v2.0.101,286,7
v2.0.101,287,5
v2.0.101,287,7
v2.0.101,288,5
v2.0.101,288,7
v2.0.101,289,5
v2.0.101,289,7
v2.0.101,290,6
v2.0.101,291,6
v2.0.101,292,13
v2.0.101,293,13
v2.0.101,294,13
v2.0.101,295,5
v2.0.101,295,6
v2.0.101,296,13
v2.0.101,297,13
v2.0.101,298,13
v2.0.101,299,13
v2.0.101,300,7
v2.0.101,301,6
v2.0.101,302,6
v2.0.101,303,6
v2.0.101,304,6
v2.0.101,305,5
v2.0.101,305,14
v2.0.101,306,5
v2.0.101,306,14
v2.0.101,307,5
v2.0.101,307,14
v2.0.101,308,5
v2.0.101,308,14
v2.0.101,309,5
v2.0.101,309,14
v2.0.101,310,5
v2.0.101,310,6
v2.0.101,311,5
v2.0.101,311,6
v2.0.101,312,6
v2.0.101,313,5
v2.0.101,313,6
v2.0.101,314,9
v2.0.101,315,9
v2.0.101,316,6
v2.0.101,318,6
v2.0.101,319,6
v2.0.101,320,6
v2.0.101,321,6
v2.0.101,322,6
v2.0.101,323,6
v2.0.101,324,6
v2.0.101,325,6
v2.0.101,326,6
v2.0.101,327,6
v2.0.101,328,5
v2.0.101,329,6
v2.0.101,330,5
v2.0.101,330,11
v2.0.101,331,6
v2.0.101,332,5
v2.0.101,332,11
v2.0.101,333,5
v2.0.101,333,11
v2.0.101,334,6
v2.0.101,335,5
v2.0.101,335,11
v2.0.101,336,6
v2.0.101,337,6
v2.0.101,338,6
v2.0.101,339,6
v2.0.101,340,6
v2.0.101,341,6
v2.0.101,342,6
v2.0.101,343,6
v2.0.101,344,5
v2.0.101,344,6
v2.0.101,345,5
v2.0.101,345,6
